event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2020-09-22,2020,Protest with intervention,Refugees/IDPs (International),Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 22 september 2020, hundreds of undocumented persons gathered in bern. they protested against federal centers for undocumented persons and the asylum system in switzerland. the police used force to disperse the protesters. several demonstrators, including children were injured, while no fatalities were reported.",0,crowd size=500,7425,Migrants,500
2020-09-21,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 21 september 2020, hundreds of rise up for change demonstrators pitched their tent in front of the federal palace in bern. they were dispersed the following day by the police who used pruning shears to unchain some protesters.",0,crowd size=500,7425,Other,500
2020-09-19,2020,Peaceful protest,Health Workers (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 19 september 2020, around 100 health workers demonstrated in geneva. they demanded a modification of their timetable which imposes them to take a one hour break at midday.",0,crowd size=around 100,52856,Other,100
2020-09-19,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 19 september 2020, around 500 persons demonstrated in zurich. they denounced the 'coronavirus lie' and the protection measures implemented by the government to address the pandemic. the police made several arrests after reminding protesters of the obligation to wear a mask.",0,crowd size=around 500,35568,Corona,500
2020-09-19,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 19 september 2020, around 60 persons gathered in grand-saconnex, geneva. they denounced the construction of the federal expulsion center, aiming at hosting near the airport 250 asylum seekers.",0,crowd size=around 60,52856,Migrants,60
2020-09-19,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 19 september 2020, around 100 persons participated in a 'white march' in geneva. they denounced the grave risks of the 'scarf game' that deprives the player from oxygen in an attempt to experience high sensations and hallucinations.",0,crowd size=around 100,52856,Other,100
2020-09-19,2020,Peaceful protest,NA,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 19 september 2020, some 120 persons demonstrated in the city center of lausanne. they demanded the closing of the blecherette airport and denounced the noise pollution.",0,crowd size=some 120,42569,Other,120
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in bern (bern). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,7425,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in basel (basel-stadt). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,16075,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in lausanne (vaud). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,42569,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in geneva (geneve). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,52856,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Fribourg,Sarine,NA,Fribourg,46.8065,7.162,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in fribourg (fribourg). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,7067,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in neuchatel (neuchatel). they denounced the investments by credit suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,6290,Climate,NA
2020-09-17,2020,Peaceful protest,Government of Switzerland (2019-2023); Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 17 september 2020, people, including politicians, doctors and artists, demonstrated in front of the roger federer foundation in zurich (zurich). they denounced the investments by credit suisse in fossil fuels, and asked the famous tennis champion, who is sponsored by the company, to commit to the climate.",0,NA,35568,Climate,NA
2020-09-12,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 12 september 2020, around 1,000 persons gathered at the nations square in geneva. they protested against the obligation to wear a mask and other measures adopted by the government to address the coronavirus pandemic.",0,crowd size=around 1000,52856,Corona,1000
2020-09-11,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 11 september 2020, around 80 employees demonstrated at the airport of geneva. they denounced their working conditions and the fact that the management uses the coronavirus to cut down on staff.",0,crowd size=around 80,52856,Corona,80
2020-09-11,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 11 september 2020, several hundred employees demonstrated at the airport of zurich. they denounced their working conditions and the fact that the management uses the coronavirus to cut down on staff.",0,crowd size=300,35568,Corona,300
2020-09-05,2020,Peaceful protest,NA,NA,Switzerland,Uri,Uri,NA,Altdorf,46.8821,8.6413,"on 5 september 2020, around 350 persons gathered at the fluelen train station in switzerland. they marched towards the guillaume tell statue in altdorf to protest against 'disproportionate' measures taken by the government to address the coronavirus pandemic. most of them did not wear masks nor respected social distancing.",0,crowd size=around 350,2560,Corona,350
2020-09-05,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 5 september 2020, around 200 car drivers, bikers and pedestrians demonstrated in geneva from rive to plainpalais. they denounced the suppression of 4,000 parking spots in geneva.",0,crowd size=around 200,52856,Other,200
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Zurich,Uster,NA,Uster,47.3507,8.7192,"on 4 september 2020, demonstrators, mainly young people, gathered in uster. they participated in a climate strike protest to denounce global warming.",0,NA,9468,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Graubunden,Prattigau,NA,Davos,46.7935,9.8218,"on 4 september 2020, demonstrators, mainly young people, gathered in davos. they participated in a climate strike protest to denounce global warming.",0,NA,3178,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Luzern,Luzern-Stadt,NA,Lucerne,47.0502,8.3084,"on 4 september 2020, demonstrators, mainly young people, gathered in lucerne. they participated in a climate strike protest to denounce global warming.",0,NA,6954,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 4 september 2020, demonstrators, mainly young people, gathered in sankt gallen. they participated in a climate strike protest to denounce global warming.",0,NA,11571,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Bern,Interlaken-Oberhasli,NA,Interlaken,46.6857,7.8583,"on 4 september 2020, demonstrators, mainly young people, gathered in interlaken. they participated in a climate strike protest to denounce global warming.",0,NA,7168,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 4 september 2020, around 600 persons, mainly young people, demonstrated in geneva. they participated in a climate strike protest to denounce global warming.",0,crowd size=around 600,52856,Climate,600
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 4 september 2020, demonstrators, mainly young people, gathered in neuchatel. they participated in a climate strike protest to denounce global warming.",0,NA,6290,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Jura,Delemont,NA,Delemont,47.3658,7.3452,"on 4 september 2020, demonstrators, mainly young people, gathered in delemont. they participated in a climate strike protest to denounce global warming.",0,NA,6182,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Schaffhausen,Schaffhausen,NA,Schaffhausen,47.6947,8.6308,"on 4 september 2020, demonstrators, mainly young people, gathered in schaffhausen. they participated in a climate strike protest to denounce global warming.",0,NA,5288,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Uri,Uri,NA,Altdorf,46.8821,8.6413,"on 4 september 2020, demonstrators, mainly young people, gathered in altdorf. they participated in a climate strike protest to denounce global warming.",0,NA,2560,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 4 september 2020, around 500 persons, mainly young people, demonstrated in basel. they participated in a climate strike protest to denounce global warming.",0,crowd size=around 500,16075,Climate,500
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Solothurn,Olten,NA,Olten,47.3497,7.9038,"on 4 september 2020, demonstrators, mainly young people, gathered in olten. they participated in a climate strike protest to denounce global warming.",0,NA,7551,Climate,NA
2020-09-04,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Bern,Biel-Bienne,NA,Biel/Bienne,47.1495,7.2594,"on 4 september 2020, demonstrators, mainly young people, gathered in bienne. they participated in a climate strike protest to denounce global warming.",0,NA,7077,Climate,NA
